Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,90th Percentile,2020,Days,51.0
Provincial,Newfoundland and Labrador,Central Health,Bladder Cancer Surgery,Volume,2020,Number of cases,114.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,50th Percentile,2020,Days,14.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,90th Percentile,2020,Days,30.0
Provincial,Newfoundland and Labrador,Central Health,Breast Cancer Surgery,Volume,2020,Number of cases,165.0
Provincial,Newfoundland and Labrador,Central Health,CABG,50th Percentile,2020,Days,9.0
Provincial,Newfoundland and Labrador,Central Health,CABG,90th Percentile,2020,Days,42.0
Provincial,Newfoundland and Labrador,Central Health,CABG,Volume,2020,Number of cases,116.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,% Meeting Benchmark,2020,Proportion,33.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,50th Percentile,2020,Days,264.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,90th Percentile,2020,Days,474.0
Provincial,Newfoundland and Labrador,Central Health,Cataract surgery,Volume,2020,Number of cases,527.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,50th Percentile,2020,Days,12.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,90th Percentile,2020,Days,33.0
Provincial,Newfoundland and Labrador,Central Health,Colorectal Cancer Surgery,Volume,2020,Number of cases,122.0
Provincial,Newfoundland and Labrador,Central Health,CT Scan,50th Percentile,2020,Days,19.5
Provincial,Newfoundland and Labrador,Central Health,CT Scan,90th Percentile,2020,Days,71.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,86.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,50th Percentile,2020,Days,1.04
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,90th Percentile,2020,Days,2.71
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair,Volume,2020,Number of cases,258.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,95.0
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.04
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,1.83
Provincial,Newfoundland and Labrador,Central Health,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,174.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,45.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,50th Percentile,2020,Days,204.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,90th Percentile,2020,Days,380.0
Provincial,Newfoundland and Labrador,Central Health,Hip Replacement,Volume,2020,Number of cases,163.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,46.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,50th Percentile,2020,Days,196.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,90th Percentile,2020,Days,311.0
Regional,Newfoundland and Labrador,Western Health,Hip Replacement,Volume,2020,Number of cases,24.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,71.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,50th Percentile,2020,Days,117.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,90th Percentile,2020,Days,280.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Hip Replacement,Volume,2020,Number of cases,239.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,43.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,50th Percentile,2020,Days,204.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,90th Percentile,2020,Days,394.0
Regional,Newfoundland and Labrador,Eastern Health,Hip Replacement,Volume,2020,Number of cases,118.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,% Meeting Benchmark,2020,Proportion,75.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,50th Percentile,2020,Days,97.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,90th Percentile,2020,Days,206.0
Regional,Newfoundland and Labrador,Central Health,Hip Replacement,Volume,2020,Number of cases,16.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,21.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,50th Percentile,2020,Days,286.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,90th Percentile,2020,Days,461.0
Provincial,Newfoundland and Labrador,Central Health,Knee Replacement,Volume,2020,Number of cases,229.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,47.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,50th Percentile,2020,Days,191.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,90th Percentile,2020,Days,325.0
Regional,Newfoundland and Labrador,Western Health,Knee Replacement,Volume,2020,Number of cases,34.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,30.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,50th Percentile,2020,Days,223.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,90th Percentile,2020,Days,326.0
Regional,Newfoundland and Labrador,Labrador–Grenfell Health,Knee Replacement,Volume,2020,Number of cases,10.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,15.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,50th Percentile,2020,Days,302.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,90th Percentile,2020,Days,473.0
Regional,Newfoundland and Labrador,Eastern Health,Knee Replacement,Volume,2020,Number of cases,154.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,% Meeting Benchmark,2020,Proportion,19.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,50th Percentile,2020,Days,380.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,90th Percentile,2020,Days,425.0
Regional,Newfoundland and Labrador,Central Health,Knee Replacement,Volume,2020,Number of cases,31.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,50th Percentile,2020,Days,19.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Newfoundland and Labrador,Central Health,Lung Cancer Surgery,Volume,2020,Number of cases,32.0
Provincial,Newfoundland and Labrador,Central Health,MRI Scan,50th Percentile,2020,Days,48.0
Provincial,Newfoundland and Labrador,Central Health,MRI Scan,90th Percentile,2020,Days,177.5
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,50th Percentile,2020,Days,51.0
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,90th Percentile,2020,Days,128.0
Provincial,Newfoundland and Labrador,Central Health,Prostate Cancer Surgery,Volume,2020,Number of cases,48.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,50th Percentile,2020,Days,16.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,90th Percentile,2020,Days,22.0
Provincial,Newfoundland and Labrador,Central Health,Radiation Therapy,Volume,2020,Number of cases,528.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,50th Percentile,2020,Days,28.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,90th Percentile,2020,Days,122.0
Provincial,Nova Scotia,Central Zone (N.S.),Bladder Cancer Surgery,Volume,2020,Number of cases,333.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,90th Percentile,2020,Days,35.0
Provincial,Nova Scotia,Central Zone (N.S.),Breast Cancer Surgery,Volume,2020,Number of cases,338.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,50th Percentile,2020,Days,9.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,90th Percentile,2020,Days,94.0
Provincial,Nova Scotia,Central Zone (N.S.),CABG,Volume,2020,Number of cases,138.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,% Meeting Benchmark,2020,Proportion,32.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,50th Percentile,2020,Days,185.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,90th Percentile,2020,Days,394.0
Provincial,Nova Scotia,Central Zone (N.S.),Cataract surgery,Volume,2020,Number of cases,548.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,50th Percentile,2020,Days,24.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,90th Percentile,2020,Days,59.0
Provincial,Nova Scotia,Central Zone (N.S.),Colorectal Cancer Surgery,Volume,2020,Number of cases,184.0
Provincial,Nova Scotia,Central Zone (N.S.),CT Scan,50th Percentile,2020,Days,21.0
Provincial,Nova Scotia,Central Zone (N.S.),CT Scan,90th Percentile,2020,Days,152.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,88.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,50th Percentile,2020,Days,0.92
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,90th Percentile,2020,Days,2.17
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair,Volume,2020,Number of cases,488.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,80.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Days,1.12
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Days,2.17
Provincial,Nova Scotia,Central Zone (N.S.),Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,177.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2020,Proportion,47.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2020,Days,190.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2020,Days,474.0
Provincial,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2020,Number of cases,390.0
Regional,Nova Scotia,Western Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,19.0
Regional,Nova Scotia,Western Zone,Hip Replacement,50th Percentile,2020,Days,367.0
Regional,Nova Scotia,Western Zone,Hip Replacement,90th Percentile,2020,Days,672.0
Regional,Nova Scotia,Western Zone,Hip Replacement,Volume,2020,Number of cases,62.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,46.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,50th Percentile,2020,Days,190.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,90th Percentile,2020,Days,356.0
Regional,Nova Scotia,Northern Zone,Hip Replacement,Volume,2020,Number of cases,41.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,% Meeting Benchmark,2020,Proportion,66.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,50th Percentile,2020,Days,156.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,90th Percentile,2020,Days,301.0
Regional,Nova Scotia,Eastern Zone,Hip Replacement,Volume,2020,Number of cases,62.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,% Meeting Benchmark,2020,Proportion,49.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,50th Percentile,2020,Days,183.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,90th Percentile,2020,Days,384.0
Regional,Nova Scotia,Central Zone (N.S.),Hip Replacement,Volume,2020,Number of cases,225.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2020,Proportion,31.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2020,Days,270.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2020,Days,652.0
Provincial,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2020,Number of cases,545.0
Regional,Nova Scotia,Western Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,7.0
Regional,Nova Scotia,Western Zone,Knee Replacement,50th Percentile,2020,Days,477.0
Regional,Nova Scotia,Western Zone,Knee Replacement,90th Percentile,2020,Days,700.0
Regional,Nova Scotia,Western Zone,Knee Replacement,Volume,2020,Number of cases,119.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,14.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,50th Percentile,2020,Days,371.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,90th Percentile,2020,Days,757.0
Regional,Nova Scotia,Northern Zone,Knee Replacement,Volume,2020,Number of cases,73.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,% Meeting Benchmark,2020,Proportion,44.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,50th Percentile,2020,Days,195.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,90th Percentile,2020,Days,344.0
Regional,Nova Scotia,Eastern Zone,Knee Replacement,Volume,2020,Number of cases,91.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,% Meeting Benchmark,2020,Proportion,43.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,50th Percentile,2020,Days,217.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,90th Percentile,2020,Days,498.0
Regional,Nova Scotia,Central Zone (N.S.),Knee Replacement,Volume,2020,Number of cases,262.0
Provincial,Nova Scotia,Central Zone (N.S.),Lung Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,Nova Scotia,Central Zone (N.S.),Lung Cancer Surgery,90th Percentile,2020,Days,115.0
Provincial,Nova Scotia,Central Zone (N.S.),Lung Cancer Surgery,Volume,2020,Number of cases,139.0
Provincial,Nova Scotia,Central Zone (N.S.),MRI Scan,50th Percentile,2020,Days,37.0
Provincial,Nova Scotia,Central Zone (N.S.),MRI Scan,90th Percentile,2020,Days,287.0
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,50th Percentile,2020,Days,53.0
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,90th Percentile,2020,Days,125.0
Provincial,Nova Scotia,Central Zone (N.S.),Prostate Cancer Surgery,Volume,2020,Number of cases,99.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,% Meeting Benchmark,2020,Proportion,99.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,50th Percentile,2020,Days,10.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,90th Percentile,2020,Days,21.0
Provincial,Nova Scotia,Central Zone (N.S.),Radiation Therapy,Volume,2020,Number of cases,393.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,90th Percentile,2020,Days,80.0
Provincial,Ontario,Central East LHIN (Former),Bladder Cancer Surgery,Volume,2020,Number of cases,254.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,90th Percentile,2020,Days,37.0
Provincial,Ontario,Central East LHIN (Former),Breast Cancer Surgery,Volume,2020,Number of cases,333.0
Provincial,Ontario,Central East LHIN (Former),CABG,50th Percentile,2020,Days,6.0
Provincial,Ontario,Central East LHIN (Former),CABG,90th Percentile,2020,Days,71.0
Provincial,Ontario,Central East LHIN (Former),CABG,Volume,2020,Number of cases,208.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,% Meeting Benchmark,2020,Proportion,40.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,50th Percentile,2020,Days,152.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,90th Percentile,2020,Days,303.0
Provincial,Ontario,Central East LHIN (Former),Cataract surgery,Volume,2020,Number of cases,548.0
Provincial,Ontario,Central East LHIN (Former),Colorectal Cancer Surgery,50th Percentile,2020,Days,16.0
